本文,Level,尊敬語,謙譲語,丁寧語,フィールド
その後、ご主人のご容態はどうですか？,3,1,0,0,病状
先生は、ご健康を保たれている様子でした。,3,1,0,0,病状
大病を患わったとは思えないほど、変わりありませんで。,3,0,0,1,病状
遠慮しないで、おあがりになって。,3,1,0,0,好き
私のことは、どうぞお気兼ねなく。,3,1,0,0,好き
後のことは、心置きなく出かけてください。,3,0,0,1,好き
寄付については、どうぞ思うとおりに。,3,0,0,1,好き
先生も、好きにすればいいじゃないですか。,3,0,0,1,好き
一泊でも二泊でも、好きにしてください。,3,0,0,1,好き
今年も、相変わらずのお手盛り予算ですな。,3,0,0,1,好き
そろそろ彼を解放されたら？,3,0,0,1,好き
そんなに気兼ねしないで、知らない仲じゃなし。,3,0,0,1,好き
気さくな人ですから、どうぞ遠慮なく。,3,0,0,1,好き
煮て食おうと焼いて食おうと、どうぞ勝手に。,3,0,0,1,好き
理事長を受ける受けない、それはあなたの自由に。,3,0,0,1,好き
どうぞ、会場を自由に見てください。,3,0,0,1,好き
しばらくは、自由にすればいいわ。,3,0,0,1,好き
これだけ言っても、分からないのなら、どうぞご随意に。,3,0,0,1,好き
どうも、その勧めに従う気にはなれない。,3,0,0,1,勧める
これは当社が自信を持ってお勧めする物件です。,3,0,0,1,勧める
それほど熱心に、勧められるのなら、考えてみます。,3,0,0,1,勧める
先生からのありがたいお申し出、受けるんでしょ？,3,1,0,1,勧める
何もしない専務なんか、辞任勧告するべきだわ。,3,0,0,1,勧める
会長に推挙されるなんて、十年早いと思っていました。,3,0,0,1,勧める
理事長に推挙するなら、あの人が適任だと思います。,3,0,0,1,勧める
これが当社の、推奨銘柄のリストです。,3,0,0,1,勧める
あなたが推奨するだけあって、素晴らしい栄田でした。,3,0,0,1,勧める
体育功労者に推薦いただき、大変ありがとうございました。,3,1,0,0,勧める
あなたの人柄を見込んで、民生委員に推薦します。,3,0,0,1,勧める
そろそろあの先生を、褒章に推薦するべき時だと思いますが、,3,0,0,1,勧める
教授はずっと昔から、林業の再生を推奨していました。,3,0,0,1,勧める
どうぞあがってください。どうぞお食べください。,3,0,0,1,勧める
散歩や軽い運動を、したらどうですか？,3,0,0,1,勧める
何か身体にいい運動をしていますか？,3,0,0,1,スポーツ
やはり、天然の氷にこだわって、湖で滑るのですね。,3,0,0,1,スポーツ
お相撲の世界も、外国人力士が活躍してますね。,3,0,0,1,スポーツ
大きな鮪を、釣ったんですって？,3,0,0,1,スポーツ
首相は大統領に、山なりのボールをなげました。　,3,0,0,1,スポーツ
今年はホノルルマラソンを走るんですか？？,3,0,0,1,スポーツ
毎日、皇居の周りを走るんですって？,3,0,0,1,スポーツ
あなたが颯爽と泳ぐ姿に、見とれてしまいました。,3,0,0,1,スポーツ
あなたが水泳するのは、ビールを美味しくのむためですか？,3,0,0,1,スポーツ
グレートバリアリーフで潜るんですって？,3,0,0,1,スポーツ
百発百中で命中するなんて、そんなことがあるんですか？,3,0,0,1,スポーツ
富士山に登ったことがありますか？,3,0,0,1,スポーツ
水泳でストレスを発散しているんですってね。,3,0,0,1,スポーツ
選手を交代するタイミングは、難しいんでしょ。,3,0,0,1,スポーツ
お立ち台を見てください、ヒーローインタビューが始まりました。,3,0,0,1,スポーツ
神戸の先生が、たったいま、お帰りになりました。,3,1,0,0,する
お待たせしました。間もなく開店です。,3,0,0,1,する
セーターを自分で洗ってたんですって？,3,0,0,1,する
この手紙を出してきてください。,3,0,0,1,する
今でも写真をやっているんですか？,3,0,0,1,する
私の気持ちを受けてくれるのね、嬉しいわ。,3,0,0,1,する
もうじきお帰りなら、待たせていただきます。,3,1,0,0,する
この製品の取り扱い方を説明してもらえませんか？,3,0,0,1,する
今、手が離せないので、後にしてください。,3,0,0,1,する
まだ、仕事をしているの？,3,0,0,1,する
先輩、ぜひ出席してください。お願いします。,3,0,0,1,する
主任、どうかなさったの？,3,0,0,1,する
お黙りなさい！もっとしゃんとしてください。,3,0,0,1,する
そんなこと、しなくてもよろしいのに。,3,0,0,1,する
お食事にします？これからどうするつもりですか？,3,0,0,1,する
どうぞ、こちらに座って待ってください。,3,0,0,1,席
師範は、いつも正面に座をおしめになります。,3,1,0,0,席
どうぞ、こちらに座ってください。,3,0,0,1,席
間もなく開演です。どうぞ席についてください。,3,0,0,1,席
主賓が席に付かれるのを、みんな心待ちにしていました。,3,0,0,1,席
間もなく式典が始まります。どうぞ着席してください。,3,0,0,1,席
会議を抜けて、どこへ行っていたの？,3,0,0,1,席
教授は、急用で席を外しました。,3,0,0,1,席
お手元のグラスをおもちになって、ご起立をお願いします。,3,1,0,0,席
名前を呼ばれた人は、起立してください。,3,0,0,1,席
名前を呼ばれたら、すぐに立ってください。,3,0,0,1,席
受賞した人は、壇上に立ってください。,3,0,0,1,席
採決に反対する先生は、すっと席を立ちました。,3,0,0,1,席
妙齢の婦人が、お墓の前でじっと佇んでいました。,3,0,0,1,席
知事は、避難所にいる被災者の皆さんを慰問しました。,3,0,0,1,ねぎらう
社員を慰労するなら、温泉旅行などどうですか？,3,0,0,1,ねぎらう
工場長は、心底職人たちをお労いになっています。,3,1,0,0,ねぎらう
知事は、甲子園で敗れた選手たちをお慰めになったそうですね。,3,1,0,0,ねぎらう
お可哀相に、何という運命のいたずらでしょう。,3,0,0,1,ねぎらう
親御さんは、さぞかしおつらいでしょうね。,3,1,0,0,ねぎらう
ご窮状、お察しいたします。,3,1,0,0,ねぎらう
骨折ですか、この度はとんだご災難でしたね。,3,1,0,0,ねぎらう
大変なご受難ででしたね。,3,1,0,0,ねぎらう
玉突き事故に巻き込まれたそうで、ご同情申しあげます。,3,1,0,0,ねぎらう
すぐに同情なさるのね、根が優しいのかしら。,3,0,0,1,ねぎらう
老人ホームに笑いを届ける、師匠、それは立派なお心掛けですね。,3,1,0,0,励む
その見事なプロポーションをお保ちになるのは、大変でしょ？,3,1,0,0,励む
野菜作りにお励みになっているんですって？,3,1,0,0,励む
甲骨文字と格闘なさったのですか、大変でしたね。,3,1,0,0,励む
ワールドカップでのご健闘を、お祈りします。,3,1,0,0,励む
そこまで健闘なされば、ご満足でしょう。,3,1,0,0,励む
難しいかと思っていましたが、見事、克服なさいましたね。,3,1,0,0,励む
名人は、人の見ていないところで努力なさる方なんです。,3,1,0,0,励む
このシリーズのご奮闘ぶりは、お見事でしたね。,3,1,0,0,励む
あの試合、お一人で奮闘されてましたね？,3,1,0,0,励む
初心な方ね、恥ずかしそうにうつむかれて。,3,1,0,0,恥ずかしい
お顔を赤らめるなんて、可愛いんじゃない？,3,0,0,1,恥ずかしい
そういう話なんですよ、誠にお恥ずかしい次第で。,3,0,0,1,恥ずかしい
そんなこと言われると、何とも面映い気持ちです。,3,0,0,1,恥ずかしい
厚かましいことで、汗顔の至りです。,3,0,0,1,恥ずかしい
恥をおかきになるようなことは、やめてくださいね。,3,1,0,0,恥ずかしい
彼女の噂が出たら、頬を染められましたね、怪しいな。,3,0,0,1,恥ずかしい
いくつになっても、女同士のお喋りは楽しいものね。,3,0,0,1,話す
いいお話ですねぇ。／その件でしたら、お話は承っております。,3,0,0,1,話す
あれからいろいろあってね、お話しすることが山ほどあるのよ。,3,0,0,1,話す
例の件、奥様にお話しになってください。,3,1,0,0,話す
ご会談の場所は、湖畔の山荘と伺いましたが。,3,1,0,0,話す
治療方針については、先生と直接ご面談くださいね。,3,0,0,1,話す
人間国宝の浜田先生と、対談なさっていただけませんか？,3,1,0,0,話す
あの場で異を唱えられるとは、部長もなかなかやりますね。,3,0,0,1,反対
社長にお逆らいになってるんですって？,3,1,0,0,反対
あなたがご両親にお背きになるなんて、驚いたわ。,3,1,0,0,反対
夜っぴてのバカ騒ぎ、ご抗議は当然だと思います。,3,1,0,0,反対
反論があるなら、堂々と声をおあげになったらいいのに。,3,1,0,0,反対
あなたが私を批判なさる理由がよく分かりません。,3,1,0,0,反対
どうぞ、こちらに意図を汲み取ってください。,3,1,0,0,わかる
何かお心当たりはないでしょうか？,3,0,1,0,わかる
お困りなのではないですか？,3,0,1,0,わかる
当方の事情も、察してください。,3,0,0,0,わかる
正に、お察しの通りです。,3,0,1,0,わかる
きっと、気配で悟られたのでしょう。,3,0,1,0,わかる
状況により、スケジュールの変更も、ご了承ください。,3,0,1,0,わかる
この会の趣旨を、ご理解ください。,3,0,0,0,わかる
そこの所は、察していただけたと思っておりました。,3,0,1,0,わかる
